fdc_id	g	ml	desc	comment
169893	  7.00	 14.79		
169894	 80.00	236.60		
169895	 15.00	 14.79		
169895	 30.00	  0.00	serving	2 tbsp
169896	196.00	236.60		
169896	  4.20	  4.93		
169896	  3.00	  0.00	individual packet	
169897	  5.60	 14.79		
169897	 20.00	  0.00	envelope	
169898	170.00	  0.00	container	6 oz
169898	125.00	  0.00	container	4.4 oz
169898	245.00	236.60		8 fl oz
169898	227.00	  0.00	container	8 oz
169899	 80.00	236.60		
169900	 74.00	  0.00	serving	
169901	 21.00	  0.00	slice	
169901	 18.00	 16.39		
169901	224.00	236.60		
169903	140.00	236.60	chopped or diced	
169905	140.00	236.60	chopped or diced	
169906	 85.00	  0.00	3x oz, boneless	
169906	 17.00	 16.39	boneless	
169907	  1.70	  0.00	fruit	
169908	149.00	236.60	cubed	
169908	 20.00	  0.00	large	
169908	 16.00	  0.00	medium	
169908	 13.60	  0.00	small	
169909	846.00	  0.00	fruit without refuse	
169910	165.00	236.60	pieces	
169910	336.00	  0.00	fruit without refuse	
169911	170.00	236.60	diced	approx 20 pieces per cup
169911	177.00	236.60	balls	
169911	1000.00	  0.00	melon	5-1/4" dia
169911	1280.00	  0.00	melon	6" - 7" dia
169911	125.00	  0.00	wedge	1/8 of 5-1/4" dia melon
169911	160.00	  0.00	wedge	1/8 of 6" to 7" dia melon
169911	138.00	  0.00	10x honeydew balls	
169911	134.00	  0.00	NLEA serving	
169912	173.00	236.60	unthawed	
169913	140.00	236.60		
169913	 15.00	  0.00	10x fruit	
169914	143.00	236.60	slices	
169914	129.00	  0.00	small	2-1/3" dia
169914	142.00	  0.00	medium	2-1/2" dia
169914	156.00	  0.00	large	2-3/4" dia
169914	140.00	  0.00	NLEA serving	
169915	140.00	236.60		
169915	 11.00	  0.00	10x fruit	
169916	180.00	236.60	sections, without membranes	
169916	121.00	  0.00	fruit	2-5/8" dia
169917	165.00	236.60	sections, without membranes	
169917	140.00	  0.00	fruit	2-7/8" dia
169917	154.00	  0.00	NLEA serving	
169918	185.00	236.60	sections, without membranes	
169918	141.00	  0.00	fruit	2-5/8" dia
169918	151.00	  0.00	fruit	2-11/16" dia
169919	170.00	236.60		
169919	159.00	  0.00	fruit without seeds	
169920	249.00	236.60		
169920	 31.10	 29.58		
169921	249.00	236.60		
169921	 31.10	 29.58		
169922	262.00	236.60		
169922	 33.00	 29.58		
169923	262.00	236.60		
169923	 33.00	 29.58		
169924	252.00	236.60		
169925	247.00	236.60		
169925	 30.90	 29.58		
169926	145.00	236.60	1" pieces	
169926	230.00	236.60	mashed	
169926	157.00	  0.00	fruit, small	
169926	781.00	  0.00	fruit, large	
169927	 39.00	  0.00	piece	
169928	154.00	236.60	slices	
169928	130.00	  0.00	small	2-1/2" dia
169928	150.00	  0.00	medium	2-2/3" dia
169928	175.00	  0.00	large	2-3/4" dia
169928	224.00	  0.00	extra large	3" dia
169928	147.00	  0.00	NLEA serving	
169929	244.00	236.60	halves or slices	
169929	 98.00	  0.00	half, with liquid	
169930	250.00	236.60		
169930	248.00	236.60	halves or slices	
169930	 98.00	  0.00	half, with liquid	
169931	247.00	236.60	halves or slices	
169932	116.00	236.60		
169933	242.00	236.60		
169934	160.00	236.60	halves	
169934	 13.00	  0.00	half	
169935	258.00	236.60		
169936	248.00	236.60	halves	
169936	 76.00	  0.00	half, with liquid	
169937	247.00	236.60	halves	
169937	 76.00	  0.00	half, with liquid	
169938	251.00	236.60	halves	
169938	 76.00	  0.00	half, with liquid	
169939	266.00	236.60		
169939	 76.00	  0.00	half, with liquid	
169940	250.00	236.60		
169940	 31.20	 29.58		
169941	168.00	  0.00	fruit	2-1/2" dia
169942	 34.00	  0.00	fruit without refuse	
169943	 25.00	  0.00	fruit without refuse	
169944	254.00	236.60	crushed, sliced, or chunks	
169944	 49.00	  0.00	slice or ring with liquid	3" dia
169945	260.00	236.60	crushed, sliced, or chunks	
169946	245.00	236.60	chunks	
169947	250.00	236.60		
169947	 31.30	 29.58		
169948	216.00	  0.00	can	6 fl oz
169949	165.00	236.60	sliced	
169949	 66.00	  0.00	fruit	2-1/8" dia
169949	151.00	  0.00	NLEA serving	
169950	249.00	236.60	pitted	
169950	 46.00	  0.00	plum with liquid	
169951	252.00	236.60	pitted	
169951	 46.00	  0.00	plum with liquid	
169952	252.00	236.60	pitted	
169952	 46.00	  0.00	plum with liquid	
169953	160.00	236.60		
169953	284.00	  0.00	package	10 oz
169954	170.00	236.60		
169954	311.00	  0.00	package yields	10 oz
169955	164.00	236.60		
169955	284.00	  0.00	package	10 oz
169956	180.00	236.60		
169956	311.00	  0.00	package yields	10 oz
169957	104.00	236.60		
169957	340.00	  0.00	package	12 oz
169958	 94.00	  0.00	0.33x package	10 oz
169958	284.00	  0.00	package	10 oz
169959	 94.00	  0.00	0.33x package yields	10 oz
169959	284.00	  0.00	package yields	10 oz
169960	245.00	236.60		
169961	100.00	236.60	1/2" pieces	
169961	 55.00	  0.00	10x beans	4" long
169962	121.00	236.60		
169962	284.00	  0.00	package	10 oz
169963	135.00	236.60		
169964	111.00	236.60		
169965	116.00	236.60	1/2" pieces	
169966	157.00	236.60	diced	
169966	195.00	236.60	shredded	
169966	170.00	236.60	slices	
169966	163.00	236.60	whole	
169966	  8.00	  0.00	slice	
169966	 24.00	  0.00	beet	
169966	294.00	  0.00	can	303 x 406
169967	 78.00	118.30	chopped	
169967	280.00	  0.00	stalk, large	11"-12" long
169967	180.00	  0.00	stalk, medium	7-1/2" - 8" long
169967	140.00	  0.00	stalk, small	5" long
169967	 37.00	  0.00	spear	about 5" long
169968	156.00	236.60		
169968	284.00	  0.00	package	10 oz
169969	184.00	236.60		
169970	 95.00	  0.00	0.33x package	10 oz
169970	284.00	  0.00	package	10 oz
169970	907.00	  0.00	package	2 lb
169971	 21.00	  0.00	sprout	
169971	 78.00	118.30		
169972	 95.00	  0.00	0.33x package	10 oz
169972	284.00	  0.00	package	10 oz
169972	907.00	  0.00	package	2 lb
169973	155.00	236.60		
169974	118.00	236.60		1" pieces
169974	156.00	  0.00	root	
169975	 89.00	236.60	chopped	
169975	 70.00	236.60	shredded	
169975	1248.00	  0.00	head, large	about 7" dia
169975	 33.00	  0.00	leaf, large	
169975	908.00	  0.00	head, medium	about 5-3/4" dia
169975	 23.00	  0.00	leaf, medium	
169975	714.00	  0.00	head, small	about 4-1/2" dia
169975	 15.00	  0.00	leaf	
169976	 75.00	118.30	shredded	
169976	1262.00	  0.00	head	
169977	 89.00	236.60	chopped	
169977	 70.00	236.60	shredded	
169977	1134.00	  0.00	head, large	about 5-1/2" dia
169977	 23.00	  0.00	leaf	
169977	839.00	  0.00	head, medium	about 5" dia
169977	567.00	  0.00	head, small	4" dia
169978	 22.00	  0.00	leaf	
169978	 75.00	118.30	shredded	
169979	 76.00	236.60	shredded	
169980	119.00	236.60	shredded	
169980	 14.00	  0.00	leaf	
169981	178.00	236.60	shredded	
169983	 64.00	118.30	slices	
169983	284.00	  0.00	package	10 oz
169984	146.00	236.60	sliced	
169985	206.00	236.60		
169985	408.00	  0.00	root	
169986	107.00	236.60	chopped	1/2" pieces
169986	 13.00	  0.00	floweret	
169986	840.00	  0.00	head large	6-7" dia.
169986	588.00	  0.00	head medium	5-6" dia.
169986	265.00	  0.00	head small	4" dia.
169987	155.00	236.60	pieces	
169988	101.00	236.60	chopped	
169988	110.00	  0.00	NLEA serving	
169988	  7.50	 14.79		
169988	 64.00	  0.00	stalk, large	11"-12" long
169988	 40.00	  0.00	stalk, medium	7-1/2" - 8" long
169988	 17.00	  0.00	stalk, small	5" long
169988	  4.00	  0.00	strip	4" long
169989	150.00	236.60	diced	
169989	 75.00	  0.00	2x stalks	
169990	  8.00	  0.00	leaf	
169991	 36.00	236.60		
169991	 48.00	  0.00	leaf	
169992	 29.00	236.60	chopped	
169993	 60.00	  0.00	root	
169993	 45.00	118.30		1" pieces
169994	  3.00	 14.79	chopped	
169994	  1.00	  4.93	chopped	
169995	 25.00	236.60		1" pieces
169995	 14.00	  0.00	stem	8-3/4" long
169996	170.00	236.60	chopped	
169997	  4.00	 59.15		
169997	 20.00	  0.00	9x sprigs	
169998	145.00	236.60		
169998	143.00	  0.00	ear, large yields	7-3/4" to 9" long
169998	102.00	  0.00	ear, medium yields	6-3/4" to 7-1/2" long
169998	 73.00	  0.00	ear, small	5-1/2" to 6-1/2" long
169999	 89.00	  0.00	ear small	5-1/2" to 6-1/2" long
169999	103.00	  0.00	ear medium	6-3/4" to 7-1/2" long
169999	118.00	  0.00	ear large	7-3/4" to 9" long
169999	149.00	236.60	cut	
169999	  8.00	  0.00	baby ear	
170000	160.00	236.60	chopped	
170000	115.00	236.60	sliced	
170000	 10.00	 14.79	chopped	
170000	150.00	  0.00	large	
170000	 38.00	  0.00	slice, large	1/4" thick
170000	110.00	  0.00	medium	2-1/2" dia
170000	 14.00	  0.00	slice, medium	1/8" thick
170000	 70.00	  0.00	small	
170000	  9.00	  0.00	slice, thin	
170000	 60.00	  0.00	10x rings	
170001	210.00	236.60		
170001	 15.00	 14.79	chopped	
170001	128.00	  0.00	large	
170001	 32.00	  0.00	slice, large	1/4" thick
170001	 94.00	  0.00	medium	
170001	 12.00	  0.00	slice, medium	1/8" thick
170001	 60.00	  0.00	small	
170001	  8.00	  0.00	slice, thin	
170002	  5.00	 14.79		
170002	 14.00	 59.15		
170003	 63.00	  0.00	onion	
170003	112.00	118.30	chopped or diced	
170004	 87.00	236.60	chopped	
170005	100.00	236.60	chopped	
170005	  6.00	 14.79	chopped	
170005	 25.00	  0.00	large	
170005	 15.00	  0.00	medium	4-1/8" long
170005	  5.00	  0.00	small	3" long
170006	  6.00	 14.79		
170006	 12.00	  0.00	stalk	
170006	 71.00	236.60	chopped	
170008	148.00	  0.00	NLEA serving	
170008	331.00	  0.00	onion	
170009	 78.00	118.30	slices	
170009	160.00	  0.00	parsnip	9" long
170010	 98.00	236.60	chopped	
170010	 63.00	236.60	whole	
170010	 34.00	  0.00	10x pea pods	
170011	160.00	236.60		
170012	144.00	236.60		
170012	284.00	  0.00	package	10 oz
170013	175.00	236.60		
170013	313.00	  0.00	can	303 x 406
170014	227.00	236.60		
170014	114.00	118.30		
170015	257.00	  0.00	can	
170015	163.00	236.60		
170016	134.00	236.60		
170016	284.00	  0.00	package	
170017	 80.00	118.30		
170017	253.00	  0.00	package yields	10 oz
170018	278.00	  0.00	package yields	10 oz
170018	 80.00	118.30		
170019	120.00	236.60		
170020	 69.00	118.30		
170020	284.00	  0.00	package	10 oz
170021	180.00	236.60		
170022	 95.00	  0.00	0.33x package	10 oz
170022	284.00	  0.00	package	10 oz
170024	115.00	236.60	chopped	
170025	154.00	236.60		
170025	  4.00	  0.00	10x seeds	
170026	 75.00	118.30	diced	
170026	369.00	  0.00	Potato large	3" to 4-1/4" dia
170026	213.00	  0.00	Potato medium	2-1/4" to 3-1/4" dia
170026	170.00	  0.00	Potato small	1-3/4" to 2-1/2" dia
170027	 75.00	118.30	diced	
170027	369.00	  0.00	potato large	3" to 4-1/4" dia
170027	213.00	  0.00	Potato medium	2-1/4" to 3-1/4" dia
170027	170.00	  0.00	Potato small	1-3/4" to 2-1/4" dia
170028	 75.00	118.30	diced	
170028	369.00	  0.00	large	3" to 4-1/4" dia.
170028	213.00	  0.00	medium	2+-1/4" to 3-1/4" dia.
170028	 92.00	  0.00	small	1-3/4" to 2-1/4" dia.
170029	 75.00	118.30	diced	
170029	369.00	  0.00	potato large	3" to 4-1/4" dia
170029	213.00	  0.00	potato medium	2-1/4" to 3-1/4" dia
170029	170.00	  0.00	potato small	1-3/4" to 2-1/4" dia
170030	299.00	  0.00	potato large (3" to 4-1/4" dia.	
170030	173.00	  0.00	potato medium	2-1/4" to 3-1/4" dia.
170030	138.00	  0.00	potato small	1-3/4" to 2-1/2" dia.
170032	 38.00	  0.00	skin	
170033	 61.00	118.30		
170033	156.00	  0.00	potato	2-1/3" x 4-3/4"
170034	 58.00	  0.00	skin	
170035	 58.00	  0.00	skin	
170036	156.00	236.60		
170037	210.00	236.60		
170038	245.00	236.60		
170039	200.00	236.60		
170040	210.00	236.60		
170041	200.00	236.60		
170042	210.00	236.60		
170043	105.00	118.30		
170043	340.00	  0.00	package	12 oz
170044	150.00	236.60	prepared	
170044	 29.00	  0.00	patty, oval	approx 3" x 1-1/2" x 1/2"
170044	205.00	  0.00	package yield, 12 oz	
170045	170.00	  0.00	package	6 oz
170047	120.00	236.60		
170047	 91.00	  0.00	10x pieces	
170048	 79.00	  0.00	10x puffs	
170048	 60.00	  0.00	10x Crispy Crowns	
170048	  7.00	  0.00	puff	
170048	128.00	236.60		
170050	240.00	236.60		
170050	246.00	  0.00	2x medium	
170051	240.00	236.60		
170051	 15.00	 14.79		
170051	190.00	  0.00	can	
170051	164.00	  0.00	large	
170051	111.00	  0.00	medium	
170051	 82.00	  0.00	small	
170052	255.00	236.60		
170053	241.00	236.60		
170054	245.00	236.60		
170055	245.00	236.60		
170056	245.00	236.60		
170057	122.00	118.30		
170057	425.00	  0.00	can, 15 oz	303 x 406
170058	156.00	236.60	cubes	
170058	230.00	236.60	mashed	
170059	 94.00	  0.00	0.33x package, mashed	10 oz
170059	284.00	  0.00	package, mashed	10 oz
170060	156.00	236.60		
170061	 55.00	236.60	chopped	
170062	163.00	236.60		
170063	253.00	236.60		
170063	182.00	177.45		
170064	245.00	236.60		
170065	163.00	236.60		
170066	 62.00	118.30	slices	
170066	 36.00	  0.00	4x waterchestnuts	
170067	 70.00	118.30	slices	
170067	 28.00	  0.00	4x waterchestnuts	
170068	 34.00	236.60	chopped	
170068	  2.50	  0.00	sprig	
170068	 25.00	  0.00	10x sprigs	
170069	132.00	236.60	cubes	
170069	5700.00	  0.00	waxgourd	
170071	150.00	236.60	cubes	
170072	136.00	236.60	cubes	
170072	 68.00	118.30	cubes	
170073	120.00	236.60	slices	
170073	130.00	236.60		
170073	1200.00	  0.00	large	
170073	659.00	  0.00	medium	
170073	  6.00	  0.00	slice	
170073	365.00	  0.00	small	
170075	  0.20	 14.79		
170075	  0.80	 59.15		
170076	133.00	236.60	chopped	
170078	100.00	236.60		
170079	125.00	236.60		
170080	136.00	236.60	chopped	
170080	104.00	236.60	sliced	
170080	 22.00	  0.00	pepper	
170081	 50.00	118.30	slices	
170081	 17.00	  0.00	radish	7" long
170082	  0.90	 14.79		
170082	  3.60	 59.15		
170083	228.00	236.60		
170083	638.00	  0.00	can	404 x 307
170084	196.00	236.60		
170085	244.00	236.60		
170085	425.00	  0.00	can, 15 oz	303 x 406
170088	105.00	  0.00	piece	2-1/2" x 2" dia
170089	101.00	236.60		
170089	604.00	  0.00	recipe yield	
170092	 22.00	  0.00	small 2-3/4 in. dia., 5/8 in. thick.	
170092	 37.00	  0.00	medium 3-1/4 in. x 3-5/8 in., 5/8 in. thick.	
170093	148.00	  0.00	NLEA serving	
170093	299.00	  0.00	potato large	
170093	173.00	  0.00	potato medium	
170093	138.00	  0.00	potato small	
170094	202.00	  0.00	potato	2-3/4" dia by 4-3/4" long
170095	 38.00	236.60		
170096	139.00	236.60	chopped	
170096	212.00	  0.00	tomato	
170097	145.00	236.60	pieces	
170097	 72.00	  0.00	4x mushrooms	
170098	 80.00	118.30	slices	
170098	 85.00	  0.00	8x pods	3" long
170099	 92.00	118.30	slices	
170099	255.00	  0.00	package yields	10 oz
170100	210.00	236.60		
170100	 15.00	 14.79	chopped	
170100	128.00	  0.00	large	
170100	 32.00	  0.00	slice large	1/4" thick
170100	 94.00	  0.00	medium	
170100	 12.00	  0.00	slice medium	1/8" thick
170100	 60.00	  0.00	small	
170100	  8.00	  0.00	slice thin	
170101	 15.00	 14.79	chopped	
170101	105.00	118.30	chopped or diced	
170102	160.00	236.60		
170103	124.00	118.30		
170103	482.00	  0.00	can	303 x 406
170104	 85.00	118.30		
170104	313.00	  0.00	can	303 x 406
170105	 80.00	118.30		
170105	253.00	  0.00	package yields	10 oz
170106	 45.00	  0.00	pepper	
170106	 75.00	118.30	chopped or diced	
170107	 73.00	  0.00	pepper	
170107	 68.00	118.30	chopped or diced	
170108	149.00	236.60	chopped	
170108	 92.00	236.60	sliced	
170108	  9.30	 14.79		
170108	164.00	  0.00	large	2-1/4 per pound, approx 3-3/4" long, 3" dia.
170108	119.00	  0.00	medium	approx 2-3/4" long, 2-1/2 dia.
170108	 74.00	  0.00	small	
170108	 10.00	  0.00	ring	3" dia., 1/4" thick
170109	 11.60	 14.79		
170109	 73.00	  0.00	pepper	
170109	 92.00	118.30	chopped	
170110	135.00	236.60	strips	
170110	 11.60	 14.79		
170110	 68.00	118.30	chopped	
170111	 61.00	118.30		
170111	299.00	  0.00	potato large	3" to 4-1/4" dia
170111	173.00	  0.00	potato medium	2-1/4" to 3-1/4" dia
170111	138.00	  0.00	potato small	1-3/4" to 2-1/2" dia
170111	148.00	  0.00	NLEA serving	
170112	 61.00	118.30		
170112	156.00	  0.00	potato	2-1/3" x 4-3/4"
170113	 58.00	  0.00	skin	
170114	 78.00	118.30		
170114	136.00	  0.00	potato	2-1/2" dia, sphere
170115	 58.00	  0.00	skin	
170117	 50.00	  0.00	10x strips	
170117	198.00	  0.00	package yields	9 oz
170118	 74.00	  0.00	10x strip	
170119	134.00	236.60		
170120	 71.00	236.60		
170121	115.00	236.60		
170122	147.00	236.60	slices	
170123	234.00	236.60		
170124	 95.00	118.30		
170124	220.00	  0.00	package yields	10 oz
170125	180.00	236.60	slices	
170126	180.00	236.60	slices	
170127	205.00	236.60	cubes	
170128	205.00	236.60	cubes	
170129	245.00	236.60	mashed	
170130	205.00	236.60	cubes	
170131	170.00	236.60		
170132	 98.00	236.60	chopped	
170133	 64.00	236.60		
170134	114.00	  0.00	medium	2" dia, 5" long, raw
170134	100.00	118.30	mashed	
170135	140.00	236.60	slices	
170136	137.00	236.60	slices	
170137	240.00	236.60		
170137	120.00	118.30		
170137	121.00	  0.00	NLEA serving	
170138	240.00	236.60		
170138	 15.00	 14.79		
170138	190.00	  0.00	can	
170138	164.00	  0.00	large	
170138	111.00	  0.00	medium	
170138	 82.00	  0.00	small	
170138	120.00	118.30		
170139	144.00	236.60	chopped	
170140	 82.00	118.30		
170140	220.00	  0.00	package yields	10 oz
170141	163.00	236.60		
170141	 86.00	118.30		
170142	 91.00	118.30		
170142	275.00	  0.00	package yields	10 oz
170143	 86.00	236.60	diced	
170143	 84.00	  0.00	piece whole	
170148	 30.00	 44.36		
170149	 32.00	236.60		
170150	144.00	236.60		
170150	  9.00	 14.79		
170152	128.00	236.60		
170154	134.00	236.60		
170155	 16.00	 14.79		
170156	 64.00	236.60		
170156	  4.00	 14.79		
170158	138.00	236.60	whole kernels	
170159	157.00	236.60	whole kernels	
170160	227.00	236.60	firmly packed	
170163	 16.00	 14.79		
170169	 80.00	236.60	shredded	
170169	397.00	  0.00	medium	
170169	 45.00	  0.00	piece	2" x 2" x 1/2"
170171	 19.00	 14.79		
170171	296.00	236.60		
170172	240.00	236.60		
170172	 15.00	 14.79		
170173	226.00	236.60		
170173	 15.00	 14.79		
170174	240.00	236.60		
170174	 15.00	 14.79		
170174	206.00	  0.00	coconut yields	
170176	155.00	236.60		78 kernels
170177	120.00	236.60		
170177	  3.00	  0.00	nut	
170178	134.00	236.60	whole or halves	
170179	132.00	236.60	whole or halves	
170181	132.00	236.60		
170182	109.00	236.60	chopped	
170182	 99.00	236.60	halves	
170184	123.00	236.60		
170184	  0.70	  0.00	kernel	
170185	123.00	236.60		
170185	  0.70	  0.00	kernel	
170186	125.00	236.60	chopped	
170186	  7.80	 14.79		
170187	117.00	236.60	chopped	
170187	 80.00	236.60	ground	
170187	 28.00	236.60	in shell, edible yield	7 nuts
170187	100.00	236.60	shelled	50 halves
170187	120.00	236.60	pieces or chips	
170188	 64.00	236.60		
170189	 15.00	 14.79		
170190	143.00	236.60		
170190	 84.00	  0.00	10x kernels	
170191	 16.00	 14.79		
170195	381.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170197	 68.00	  0.00	3x slices	
170197	340.00	  0.00	package	net weight, 12 oz
170198	 34.00	  0.00	3x slices	
170198	170.00	  0.00	package, cooked	yield from 12 oz raw product
170200	320.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170201	356.00	  0.00	steak	
170202	 28.00	  0.00	slice	1 oz) (4" x 4" x 3/32" thick
170203	349.00	  0.00	steak	
170204	 71.00	  0.00	package, 2.5 oz	
170204	 28.00	  0.00	slice	1 oz
170205	473.00	  0.00	steak	
170210	270.00	  0.00	steak	yield from 418g raw meat
170211	314.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170212	232.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170213	1166.00	  0.00	roast	yield from 1601 g raw meat
170214	629.00	  0.00	roast	
170215	191.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170216	658.00	  0.00	roast	
170217	629.00	  0.00	roast	
170218	217.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170219	233.00	  0.00	steak	yield from 233 g raw meat
170220	272.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170221	265.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170222	489.00	  0.00	roast	yield from 600 g raw meat
170223	191.00	  0.00	steak	yield from 299 g raw meat
170224	515.00	  0.00	roast	yield from 627 g raw meat
170225	179.00	  0.00	steak	yield from 281 g raw meat
170226	179.00	  0.00	steak	yield from 281 g raw meat
170227	464.00	  0.00	roast	yield from 572 g raw meat
170228	346.00	  0.00	roast	yield from 436 g raw meat
170228	333.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170229	355.00	  0.00	roast	yield from 445 g raw meat
170230	330.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170231	1138.00	  0.00	roast	yield from 1405 g raw meat
170232	1141.00	  0.00	roast	yield from 1388 g raw meat
170233	320.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170234	267.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170235	261.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170236	261.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
170237	117.00	  0.00	steak	
170238	126.00	  0.00	steak	yield from 161 g raw meat
170239	119.00	  0.00	steak	
170240	164.00	  0.00	steak	yield from 203 g raw meat
170241	 88.00	  0.00	package	3.12 oz
170241	 22.00	  0.00	portion, amount to make 1/2 cup	
170242	 85.00	  0.00	package	3 oz
170242	 21.00	  0.00	portion, amount to make 1/2 cup	
170243	 92.00	  0.00	package	3.5 oz
170243	 23.00	  0.00	portion, amount to make 1/2 cup	
170244	227.00	  0.00	bag	8 oz
170246	  8.00	236.60		
170247	 11.00	236.60		
170248	227.00	  0.00	bag	8 oz
170249	 60.00	  0.00	10x twists	
170250	  9.00	  0.00	cake	
170250	 18.00	  0.00	2x cakes	
170251	  9.00	  0.00	cake	
170251	 18.00	  0.00	2x cakes	
170252	  9.00	  0.00	cake	
170252	 18.00	  0.00	2x cakes	
170255	 33.00	  0.00	serving 1.2 fl oz pop	
170257	  1.00	  0.00	serving 1 packet	
170258	 84.00	  0.00	serving	
170259	 55.00	  0.00	serving 1.75 fl oz pop	
170260	 74.00	  0.00	serving 3.5 fl oz bar	
170261	 68.00	  0.00	serving 1/2 cup	
170262	 68.00	  0.00	serving 1/2 cup	
170263	 68.00	  0.00	serving 1/2 cup	
170264	 69.00	  0.00	serving 1/2 cup	
170265	 72.00	  0.00	serving 1/2 cup	
170266	 44.00	  0.00	serving 1 pop	
170267	 80.00	  0.00	serving 2 pops	
170268	 68.00	  0.00	serving 1/2 cup	
170269	 68.00	  0.00	serving 1/2 cup	
170270	 58.00	  0.00	individual	3.5 fl oz
170271	162.00	  0.00	bar	
170272	112.00	  0.00	bar	
170273	101.00	  0.00	bar	
170274	127.00	  0.00	bar	
170275	 42.00	  0.00	serving 1.5 oz	
170276	 80.00	 60.00		
170277	  6.90	  4.93		
170277	 55.00	 59.15		
170278	 60.00	  0.00	piece	
170279	 44.00	  0.00	serving	
170280	 19.00	 14.79		
170281	 14.00	  0.00	serving	
170282	 47.00	  0.00	bar	
170283	184.00	236.60		
170284	200.00	236.60		
170285	157.00	236.60		
170286	170.00	236.60		
170287	182.00	236.60		
170287	  8.40	 14.79		
170288	166.00	236.60		
170289	 76.00	236.60		
170290	117.00	236.60		
170291	 80.00	  0.00	serving	
170292	222.00	  0.00	serving	
170293	155.00	  0.00	sandwich	
170294	182.00	  0.00	sandwich	
170295	187.00	  0.00	sandwich	
170296	220.00	  0.00	sandwich	
170297	134.00	  0.00	sandwich	
170298	190.00	  0.00	6x inch sub	
170298	381.00	  0.00	12x inch sub	
170299	237.00	  0.00	6x inch sub	
170299	474.00	  0.00	12x inch sub	
170300	191.00	236.60		
170300	116.00	  0.00	package	
170301	 22.00	  0.00	piece	
170302	 55.00	  0.00	biscuit	
170303	 50.00	  0.00	strip	
170303	201.00	  0.00	serving 4 pieces	
170304	  5.50	  0.00	piece	
170304	 77.00	  0.00	serving	
170305	155.00	  0.00	slice 1/8 per pizza	
170305	124.00	  0.00	slice 1/10 per pizza	
170306	228.00	  0.00	6x inch sub	
170306	457.00	  0.00	12x inch sub	
170307	207.00	  0.00	6x inch sub	
170307	413.00	  0.00	12x inch sub	
170308	413.00	  0.00	12x inch sub	
170308	207.00	  0.00	6x inch sub	
170309	198.00	  0.00	6x inch sub	
170309	396.00	  0.00	12x inch sub	
170310	201.00	  0.00	6x inch sub	
170310	401.00	  0.00	12x inch sub	
170311	201.00	  0.00	6x inch sub	
170311	401.00	  0.00	12x inch sub	
170312	148.00	  0.00	6x inch sub	
170312	296.00	  0.00	12x inch sub	
170313	148.00	  0.00	6x inch sub	
170313	296.00	  0.00	12x inch sub	
170314	198.00	  0.00	6x inch sub	
170314	396.00	  0.00	12x inch sub	
170315	196.00	  0.00	6x inch sub	
170315	391.00	  0.00	12x inch sub	
170316	237.00	  0.00	6x inch sub	
170316	474.00	  0.00	12x inch sub	
170317	 81.00	  0.00	serving 9 servings per 24 oz package	
170317	151.00	  0.00	serving 3 servings per 15.1 oz package	
170317	146.00	  0.00	serving 2 servings per 9.8 oz package	
170317	199.00	  0.00	serving 1 serving per 8 oz box	
170317	727.00	  0.00	package 24 oz pizza	
170317	452.00	  0.00	package 15.1 oz pizza	
170317	293.00	  0.00	package 9.8 oz pizza	
170317	199.00	  0.00	package 8 oz pizza	
170318	152.00	  0.00	sandwich	
170319	134.00	  0.00	sandwich	
170320	119.00	  0.00	item 4 oz	
170321	171.00	  0.00	item	
170322	236.00	  0.00	item	
170323	117.00	  0.00	item	
170324	129.00	  0.00	item	
170325	310.00	  0.00	item	
170326	113.00	  0.00	junior 6 oz. cup	
170326	227.00	  0.00	small 12 oz. cup	
170326	298.00	  0.00	medium 16 oz. cup	
170327	 74.00	  0.00	small serving	
170327	117.00	  0.00	medium serving	
170327	160.00	  0.00	large serving	
170328	 99.00	  0.00	sandwich	
170329	133.00	  0.00	item	
170330	220.00	  0.00	sandwich	
170331	199.00	  0.00	sandwich	
170332	 69.00	  0.00	each taco	
170333	102.00	  0.00	each taco	
170334	248.00	  0.00	item	
170335	248.00	  0.00	item	
170336	 80.00	  0.00	serving	
170337	222.00	  0.00	serving	
170338	 53.00	  0.00	strip	
170339	 49.00	  0.00	biscuit	
170340	112.00	  0.00	package	
170340	191.00	236.60		
170341	 47.00	  0.00	strip	
170342	 39.00	  0.00	wing wing without skin	
170342	 23.00	  0.00	wing bone and skin removed	
170344	140.00	  0.00	breast, without skin	
