fdc_id	g	ml	desc	comment
174126	  2.00	  0.00	packet	
174127	  6.40	  4.93	dry	
174128	270.00	236.60		
174129	266.00	236.60		
174129	473.00	473.20		
174130	 29.80	 29.58		
174130	179.00	  0.00	serving 6 fl oz	
174131	240.00	236.60		
174132	240.00	236.60		
174133	  1.80	  4.93	rounded	
174134	 29.90	 29.58		
174134	179.00	  0.00	serving 6 fl oz	
174135	 13.00	  0.00	serving 2 tbsp	
174136	242.00	236.60		
174137	247.00	236.60		
174138	  3.00	  4.93		1 serving
174139	 30.10	 29.58		
174139	180.00	  0.00	serving 6 fl oz	
174140	 30.60	 29.58		
174140	245.00	236.60		8 fl oz
174141	335.00	331.24		
174142	 30.60	 29.58		
174142	245.00	236.60		8 fl oz
174143	  4.50	 29.58		
174144	473.00	473.20		
174145	356.00	354.90		
174146	355.00	354.90		
174147	248.00	236.60		
174148	248.00	236.60		
174149	247.00	236.60		
174150	248.00	236.60		
174151	 31.00	 29.58		
174151	248.00	236.60		8 fl oz
174152	 34.80	 29.58		
174152	418.00	  0.00	can	12 fl oz
174153	 30.90	 29.58		
174153	247.00	236.60		
174154	 15.00	  0.00	serving	
174155	 29.60	 29.58		
174155	178.00	177.45		
174156	 29.60	 29.58		
174156	178.00	177.45		
174156	237.00	236.60		8 fl oz
174157	 29.00	 29.58		
174158	 29.60	 29.58		
174158	237.00	236.60		
174158	  1.00	  1.00		
174159	 22.00	  0.00	serving	
174160	266.00	  0.00	serving	
174161	237.00	236.60		1 NLEA serving
174161	237.00	  0.00	serving	
174162	243.00	236.60		
174163	238.00	  0.00	serving 8 oz	
174164	238.00	  0.00	serving	
174165	243.00	  0.00	serving 8 oz	
174166	243.00	  0.00	serving 8 oz	
174167	243.00	  0.00	serving 8 oz	
174168	243.00	  0.00	serving 8 oz	
174169	246.00	  0.00	serving 8 oz	
174170	246.00	  0.00	serving 8 oz	
174171	240.00	  0.00	serving	
174172	240.00	  0.00	serving 8 fluid oz	
174172	480.00	  0.00	can	
174173	238.00	  0.00	serving	
174174	244.00	236.60		
174175	246.00	  0.00	serving 8 oz	
174176	209.00	  0.00	container	
174176	  1.00	  1.00		
174177	246.00	  0.00	serving	8 fl oz
174177	360.00	354.90		
174178	237.00	236.60		
174179	238.00	236.60		8 fl oz
174180	238.00	236.60		8 fl oz
174181	 10.00	 14.79		
174181	 20.00	  0.00	serving	
174183	 28.35	  0.00	oz, boneless	
174183	  4.00	  0.00	anchovy	
174183	 45.00	  0.00	can	2 oz
174183	 20.00	  0.00	5x anchovies	
174184	 79.00	  0.00	fillet	
174185	170.00	  0.00	fillet	
174186	159.00	  0.00	fillet	
174187	 87.00	  0.00	fillet	
174188	 16.00	 14.79		
174189	312.00	  0.00	can	
174190	 80.00	  0.00	piece	5-1/2" x 1-1/2" x 1/2"
174191	116.00	  0.00	fillet	
174192	 79.00	  0.00	fillet	
174193	204.00	  0.00	fillet	
174194	 28.35	  0.00	oz, boneless	
174194	 22.00	  0.00	oz with bone	yield after bone removed
174194	 17.00	 16.39	boneless	
174194	159.00	  0.00	fillet	
174195	 57.00	  0.00	piece	4" x 2" x 1/2"
174195	 28.00	  0.00	stick	4" x 1" x 1/2"
174196	 28.35	  0.00	oz, boneless	
174196	163.00	  0.00	fillet	
174197	127.00	  0.00	fillet	
174198	150.00	  0.00	fillet	
174199	 28.35	  0.00	oz, boneless	
174199	 17.00	 16.39	boneless	
174200	204.00	  0.00	0.5x fillet	
174201	159.00	  0.00	0.5x fillet	
174202	134.00	  0.00	leg	
174204	 21.00	  0.00	crab	
174205	118.00	236.60	flaked and pieces	
174205	135.00	236.60		not packed
174206	 27.00	  0.00	8x crayfish	
174208	150.00	  0.00	lobster	
174209	145.00	236.60		
174210	  6.00	  0.00	medium	
174210	  5.00	  0.00	small	
174210	 28.00	  0.00	4x large	
174211	209.00	  0.00	lobster	
174214	 20.00	  0.00	large	
174214	 68.00	  0.00	lb , yield after shell removed	with shell
174214	 14.50	  0.00	medium	
174214	  9.00	  0.00	small	
174214	227.00	236.60		with liquid and clams
174216	150.00	236.60		
174216	 20.00	  0.00	large	
174216	 16.00	  0.00	medium	
174216	 10.00	  0.00	small	
174219	 50.00	  0.00	medium	
174220	 30.00	  0.00	unit 2 large or 5 small	
174221	 31.00	  0.00	2x large	
174223	 28.35	  0.00	oz, boneless	
174224	369.00	  0.00	can	
174225	454.00	  0.00	can	
174226	369.00	  0.00	can	
174227	171.00	  0.00	can	
174228	124.00	  0.00	fillet	
174229	117.00	  0.00	fillet	
174230	 90.00	  0.00	fillet	
174231	 25.00	  0.00	fillet	
174232	159.00	  0.00	0.5x fillet	
174233	144.00	  0.00	fillet	
174234	151.00	  0.00	fillet	
174235	151.00	  0.00	0.5x fillet	
174236	154.00	  0.00	0.5x fillet	
174237	151.00	  0.00	0.5x fillet	
174238	137.00	  0.00	0.5x fillet	
174240	151.00	  0.00	0.5x fillet	
174241	 50.00	  0.00	fillet	
174242	186.00	  0.00	fillet	
174243	144.00	  0.00	fillet	
174244	 50.00	  0.00	fillet	
174245	159.00	  0.00	0.5x fillet	
174246	154.00	  0.00	fillet	
174247	119.00	  0.00	0.5x fillet	
174248	146.00	  0.00	0.5x fillet	
174250	 25.00	  0.00	medium	
174252	178.00	236.60		
174252	 11.10	 14.79		
174253	188.00	236.60		
174253	 11.70	 14.79		
174254	241.00	236.60		
174255	202.00	236.60		
174256	207.00	236.60		
174256	 13.00	 14.79		
174257	202.00	236.60		
174258	140.00	236.60		
174259	207.00	236.60		
174260	 63.00	236.60	in shell, edible yield	
174260	180.00	236.60	shelled	
174260	 28.35	  0.00	oz shelled	
174260	 28.00	  0.00	33x nuts	
174261	144.00	236.60	chopped	
174261	 28.35	  0.00	oz shelled	32 nuts
174262	  1.00	  0.00	peanut	
174263	146.00	236.60		
174264	143.00	236.60		
174265	 32.00	 29.58		
174265	258.00	236.60		
174266	 32.00	 29.58		
174266	258.00	236.60		
174267	 60.00	236.60		
174268	 88.00	236.60		
174269	 25.00	  0.00	link	
174269	 38.00	  0.00	patty	
174269	 28.00	  0.00	slice	
174270	186.00	236.60		
174271	172.00	236.60		
174271	 10.70	 14.79		
174272	166.00	236.60		
174273	 84.00	236.60	stirred	
174273	  5.20	 14.79		
174274	 85.00	236.60	stirred	
174275	105.00	236.60		
174275	  6.60	 14.79		
174277	 16.00	 14.79		
174277	  5.30	  4.93		
174277	255.00	236.60		
174277	  8.90	  0.00	individual packet	
174278	 18.00	 14.79		
174278	  6.00	  4.93		
174279	 18.00	 14.79		
174279	  6.00	  4.93		
174279	 58.00	 59.15		
174280	 11.00	  0.00	block	
174281	167.00	236.60		
174282	171.00	236.60		
174283	182.00	236.60		
174284	192.00	236.60		
174285	266.00	  0.00	can drained solids	
174286	277.00	  0.00	can drained solids	
174287	 70.00	  0.00	pattie	
174288	 92.00	236.60		
174289	 15.00	 14.79		
174289	246.00	236.60		
174290	 91.00	  0.00	0.2x block	
174291	122.00	  0.00	0.25x block	
174292	 84.00	  0.00	slice	
174293	243.00	236.60		
174293	 30.60	 29.58		
174294	 32.00	 29.58		
174294	258.00	236.60		
174295	243.00	236.60		
174295	 30.60	 29.58		
174296	242.00	236.60		
174296	444.00	  0.00	can	
174297	 79.00	  0.00	0.2x package	
174298	238.00	236.60		
174298	 16.00	 14.79		
174299	172.00	236.60		
174300	172.00	236.60		
174303	 17.00	  0.00	piece	
174304	 13.00	  0.00	piece	
174305	 11.00	  0.00	block	
174306	171.00	236.60		
174308	187.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174310	286.00	  0.00	unit, cooked	yield from 1 lb raw meat
174312	265.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174314	218.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174316	262.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174318	201.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174319	 95.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 120 g
174320	193.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174322	229.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174323	255.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174324	248.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174325	269.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174327	174.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174328	 93.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 160 g
174329	286.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174330	101.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 160 g
174331	 55.00	  0.00	chop, excluding refuse	yield from 1 raw chop, with refuse, weighing 160 g
174332	252.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174333	258.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174335	168.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174337	222.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174339	164.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174340	115.00	  0.00	serving	
174341	 85.00	  0.00	serving	
174342	115.00	  0.00	serving	
174343	258.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174345	340.00	  0.00	piece, cooked	yield from 1 lb raw meat, boneless
174346	299.00	  0.00	piece, cooked	yield from 1 lb raw meat, boneless
174348	299.00	  0.00	piece, cooked	yield from 1 lb raw meat, boneless
174349	399.00	  0.00	piece, cooked	yield from 1 lb raw meat, boneless
174350	240.00	  0.00	unit, cooked	yield from 1 lb raw meat
174352	339.00	  0.00	unit, cooked	yield from 1 lb raw meat
174353	330.00	  0.00	unit, cooked	yield from 1 lb raw meat
174355	255.00	  0.00	unit, cooked	yield from 1 lb raw meat
174357	184.00	  0.00	unit, cooked	yield from 1 lb raw meat
174358	 67.00	  0.00	slice	
174360	381.00	  0.00	unit, cooked	yield from 1 lb raw meat
174363	240.00	  0.00	unit, cooked	yield from 1 lb raw meat
174365	295.00	  0.00	unit, cooked	yield from 1 lb raw meat
174367	255.00	  0.00	unit, cooked	yield from 1 lb raw meat
174369	255.00	  0.00	unit, cooked	yield from 1 lb raw meat
174371	148.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174373	260.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174375	 53.00	  0.00	steak, excluding refuse	yield from 1 raw steak, with refuse, weighing 102 g
174376	265.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174378	222.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174379	263.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174380	 84.00	  0.00	steak, excluding refuse	yield from 1 raw steak, with refuse, weighing 102 g
174381	 45.00	  0.00	steak, excluding refuse	yield from 1 raw steak, with refuse, weighing 102 g
174382	 59.00	  0.00	steak, excluding refuse	yield from 1 raw steak, with refuse, weighing 102 g
174383	284.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174385	242.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174387	168.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174389	233.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174391	233.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174393	283.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174394	291.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174395	274.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174396	237.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174398	270.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174400	236.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174402	180.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174404	284.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174405	246.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174407	306.00	  0.00	piece, cooked, excluding refuse	yield from 1 lb raw meat with refuse
174414	 63.00	  0.00	chop	
174415	 54.00	  0.00	chop	
174416	 63.00	  0.00	chop	
174421	 85.00	  0.00	serving	 3 oz 
174421	113.00	  0.00	patty	
174422	 87.00	  0.00	patty	 yield from 112.7 g raw meat 
174422	 85.00	  0.00	serving	 3 oz 
174423	 85.00	  0.00	serving	 3 oz 
174423	194.00	  0.00	steak	 yield from 309.7 g raw meat 
174424	 85.00	  0.00	serving	 3 oz 
174424	774.00	  0.00	roast	 yield from 1247 g raw meat ) ( 3 to 5 lb roast
174425	102.00	  0.00	patty	 yield from 102.2 g raw meat 
174426	 95.00	  0.00	patty	 yield from 104.1 g raw meat 
174426	 85.00	  0.00	serving	 3 oz 
174427	114.00	  0.00	steak	 yield from 148.1 g raw meat 
174427	 85.00	  0.00	serving	 3 oz 
174428	 85.00	  0.00	serving	 3 oz 
174428	176.00	  0.00	steak	 yield from 233.1 g raw meat 
174429	 92.00	  0.00	steak	 yield from 123.5 g raw meat 
174429	 85.00	  0.00	serving	 3 oz 
174430	 85.00	  0.00	serving	 3 oz 
174430	202.00	  0.00	roast	 yield from 271.8 g raw meat ) (0.5 to 1 lb roast
174431	102.00	  0.00	steak	 yield from 134.9 g raw meat 
174431	 85.00	  0.00	serving	 3 oz 
174432	235.00	  0.00	roast with bone	
174433	235.00	  0.00	roast with bone	
174465	115.00	  0.00	giblets	
174465	 18.00	  0.00	unit	yield from 1 lb ready-to cook capon
174466	145.00	236.60	chopped or diced	
174466	 11.00	  0.00	unit	yield from 1 lb ready-to cook capon
174467	 44.00	  0.00	liver	
174467	 10.00	  0.00	unit	yield from 1 lb ready-to-cook duck
174468	239.00	  0.00	unit	yield from 1 lb ready-to-cook duck
174468	270.00	  0.00	0.5x duck	
174469	 73.00	  0.00	unit	yield from 1 lb ready-to-cook duck
174469	 83.00	  0.00	0.5x breast, bone and skin removed	
174470	320.00	  0.00	unit	yield from 1 lb ready-to-cook goose
174470	1319.00	  0.00	0.5x goose	
174471	275.00	  0.00	unit	yield from 1 lb ready-to-cook guinea
174471	264.00	  0.00	0.5x guinea	
174472	371.00	  0.00	unit	yield from 1 lb ready-to-eat pheasant
174472	400.00	  0.00	0.5x pheasant	
174473	326.00	  0.00	unit	yield from 1 lb ready-to-eat pheasant
174473	352.00	  0.00	0.5x pheasant	
174474	169.00	  0.00	unit	yield from 1 lb ready-to-eat pheasant
174474	182.00	  0.00	0.5x breast, bone and skin removed	
174475	297.00	  0.00	unit	yield from 1 lb ready-to-cook squab
174475	199.00	  0.00	squab	
174476	 85.00	  0.00	serving	 3 oz 
174476	513.00	  0.00	fan fillet	
174477	 85.00	  0.00	serving	 3 oz 
174477	394.00	  0.00	steak	
174478	354.00	  0.00	flat fillet	
174479	695.00	  0.00	full rump	
174480	 85.00	  0.00	serving	 3 oz 
174480	244.00	  0.00	steak	
174481	109.00	  0.00	patty	
174481	435.00	  0.00	4x patty	
174482	 93.00	  0.00	patty	
174482	 85.00	  0.00	serving	 3 oz 
174483	 85.00	  0.00	serving	 cooked from 4oz raw
174484	 85.00	  0.00	serving	cooked from 4 oz raw
174485	 85.00	  0.00	serving	cooked from 4 oz raw
174486	 85.00	  0.00	serving	 3 oz 
174487	 85.00	  0.00	serving	 cooked from 4 oz raw
174488	 85.00	  0.00	serving	 3 oz 
174489	 85.00	  0.00	serving	cooked from 4 oz raw
174490	 85.00	  0.00	serving	 3 oz 
174491	 44.00	  0.00	liver	
174493	 85.00	  0.00	patty	cooked from 4 oz raw
174497	 95.00	  0.00	drumstick without skin	
174497	105.00	  0.00	drumstick with skin	
174498	111.00	  0.00	thigh without skin	
174498	129.00	  0.00	thigh with skin	
174499	143.00	  0.00	drumstick with skin	
174499	136.00	  0.00	drumstick without skin	
174500	130.00	  0.00	thigh with skin	
174500	112.00	  0.00	thigh without skin	
174504	106.00	  0.00	drumstick with skin	
174504	 95.00	  0.00	drumstick without skin	
174505	130.00	  0.00	thigh with skin	
174505	112.00	  0.00	thigh without skin	
174506	182.00	  0.00	back	
174513	1171.00	  0.00	breast	
174514	852.00	  0.00	breast	
174515	1150.00	  0.00	breast	
174516	863.00	  0.00	breast	
174517	518.00	  0.00	wing	
174518	454.00	  0.00	thigh	
174519	1654.00	  0.00	breast	
174520	1245.00	  0.00	back	
174521	949.00	  0.00	back	
174522	124.00	118.30		
174523	 17.00	 14.79		
174523	143.00	118.30		
174523	279.00	236.60		
174524	 36.00	 29.58		
174524	130.00	118.30		
174524	259.00	236.60		
174525	250.00	236.60		
174525	125.00	118.30		
174526	250.00	236.60		
174526	125.00	118.30		
174527	  4.70	  4.93		
174527	  1.20	  1.23		
174528	  4.70	  4.93		
174528	  1.20	  1.23		
174529	 18.00	 14.79		
174530	245.00	236.60		
174531	 18.00	 14.79		
174532	216.00	236.60		
174533	245.00	236.60		
174534	253.00	236.60		
174535	245.00	236.60		
174536	249.00	236.60		
174537	248.00	236.60		8 fl oz
174537	 31.00	 29.58		
174537	602.00	  0.00	can , prepared	10.75 oz
174538	126.00	118.30		
174539	252.00	  0.00	serving 1 cup	
174539	 31.50	 29.58		
174540	252.00	  0.00	serving 1 cup	
174540	 31.50	 29.58		
174541	248.00	236.60		8 fl oz
174541	602.00	  0.00	can , prepared	10.75 oz
174544	 16.00	 14.79		
174544	146.00	118.30		
174544	283.00	236.60		
174545	243.00	  0.00	serving 1 cup	
174546	252.00	  0.00	serving 1 cup	
174546	 31.50	 29.58		
174547	124.00	118.30	condensed	
174548	243.00	236.60		
174548	526.00	  0.00	can	
174549	244.00	236.60		8 fl oz
174549	593.00	  0.00	can , prepared	10.75 oz
174550	247.00	236.60		8 fl oz
174550	600.00	  0.00	can , prepared	11 oz
174551	244.00	236.60		8 fl oz
174551	593.00	  0.00	can , prepared	10.75 oz
174552	206.00	236.60		
174552	527.00	  0.00	can	
174553	244.00	236.60		
174553	 30.50	 29.58		
174553	593.00	  0.00	can , prepared	10.75 oz
174554	249.00	  0.00	serving 1 cup	
174554	 31.10	 29.58		
174555	248.00	  0.00	serving 1 cup	
174555	 31.00	 29.58		
174556	251.00	236.60		
174556	519.00	  0.00	can	
174557	241.00	236.60		8 fl oz
174557	586.00	  0.00	can , prepared	10.5 oz
174558	244.00	236.60		8 fl oz
174558	593.00	  0.00	can , prepared	10.75 oz
174559	244.00	236.60		8 fl oz
174559	593.00	  0.00	can , prepared	10.75 oz
174560	241.00	236.60		8 fl oz
174560	586.00	  0.00	can , prepared	10.5 oz
174561	259.00	  0.00	serving 1 cup	
174561	 32.40	 29.58		
174562	244.00	236.60		
174562	 30.50	 29.58		
174562	593.00	  0.00	can , prepared	10.75 oz
174563	241.00	236.60		8 fl oz
174563	 30.10	 29.58		
174563	586.00	  0.00	can , prepared	10.5 oz
174564	241.00	236.60		
174564	586.00	  0.00	can , prepared	10.5 oz
174565	244.00	236.60		8 fl oz
174565	593.00	  0.00	can , prepared	10.75 oz
174566	243.00	236.60		8 fl oz
174566	182.00	  0.00	cube	6 fl oz prepared
174567	261.00	236.60	8 fl oz	
174567	 32.60	 29.58		
174568	230.00	  0.00	serving 1 cup	
174568	 28.70	 29.58		
174569	265.00	236.60	8 fl oz	
174570	  9.30	  0.00	slice oval	
174570	 13.80	  0.00	slice rectangle	
174571	 21.00	  0.00	slice	4-1/4" x 4-1/4" x 1/16"
174572	 28.00	  0.00	slice	
174572	 28.00	  0.00	slice NFS	
174572	 81.00	236.60	wafer slices or shaved	
174572	 14.00	 16.39		
174573	 15.00	  0.00	slice	15 per 8 oz package
174574	100.00	  0.00	3.52x slices	
174575	  2.00	  0.00	piece	
174576	 38.00	  0.00	slice	
174576	 57.00	  0.00	2x slices	
174577	227.00	  0.00	sausage	10" long x 1-1/4" dia
174578	 27.00	  0.00	patty	
174578	 23.00	  0.00	link	
174578	 48.00	  0.00	serving	
174579	 13.00	  0.00	link , cooked	raw dimensions: 4" long x 7/8" dia
174579	 27.00	  0.00	patty, cooked	raw dimensions: 3-7/8" dia x 1/4" thick
174580	128.00	236.60		
174581	 13.00	 14.79		
174582	  9.80	  0.00	slice	
174582	 27.00	  0.00	3x slices 1 serving	
174583	 15.00	 14.79		
174584	 68.00	  0.00	link	4" long x 1-1/8" dia
174584	 16.00	  0.00	link, little	2" long x 3/4" dia
174586	 87.00	  0.00	link	
174587	 23.00	  0.00	slice	4" dia x 1/8" thick
174588	 23.00	  0.00	slice	4" dia x 1/8" thick
174589	 28.00	  0.00	serving	1 slice
174590	  9.00	  0.00	link	
174590	 57.00	  0.00	serving	
174591	 45.00	  0.00	serving	
174592	 14.00	  0.00	serving	
174592	 16.00	  0.00	slice 12 oz pkg	
174592	  9.80	  0.00	slice 6 oz pkg	
174593	 30.00	  0.00	serving	
174595	 84.00	  0.00	serving 2.96 oz	
174596	 55.00	 59.15		
174597	 57.00	  0.00	serving .25 cup	
174600	 28.00	  0.00	link	
174600	450.00	  0.00	package	
174601	 77.00	  0.00	serving 2.7 oz	
174604	 56.00	  0.00	serving 2 oz	
174605	 84.00	  0.00	link	
174607	 56.00	  0.00	serving 2 oz	
174608	 56.00	  0.00	serving 2 oz	
174609	 56.00	  0.00	serving 2 oz	
174612	 28.00	  0.00	slice	
174614	 48.00	  0.00	frankfurter	
174614	451.00	  0.00	package	
174615	 52.00	  0.00	serving	1 hot dog
174616	 19.00	  0.00	link	
174617	 57.00	  0.00	serving	
174618	 43.00	  0.00	serving	
174619	 30.00	177.45		1 NLEA serving
174620	 32.00	177.45		1 NLEA serving
174621	 27.00	177.45		1 NLEA serving
174622	 56.00	236.60		1 NLEA serving
174623	 56.00	236.60		1 NLEA serving
174624	 35.00	  0.00	packet	
174625	 37.00	  0.00	packet	
174626	 40.00	118.30		1 NLEA serving
174628	 30.00	236.60		1 NLEA serving
174629	 37.00	 59.15		
174630	 41.00	 59.15		1 NLEA serving
174631	 30.00	177.45		1 NLEA serving
174632	 60.00	236.60		1 NLEA serving
174633	 28.00	177.45		1 NLEA serving
174634	 33.00	236.60		1 NLEA serving
174635	 16.00	 59.15		1 NLEA serving
174636	 43.00	  0.00	packet	1 NLEA serving
174637	 50.00	  0.00	packet	1 NLEA serving
174638	 41.00	  0.00	packet	1 NLEA serving
174639	 55.00	177.45		1 NLEA serving
174640	 40.00	118.30		
174641	 40.00	118.30		
174642	 29.00	314.68		
174643	 27.00	177.45		1 NLEA serving
174643	 37.00	236.60		
174644	 30.00	236.60		1 NLEA serving
174645	 33.00	236.60		1 NLEA serving
174646	 30.00	177.45		1 NLEA serving
174647	 29.00	177.45		1 NLEA serving
174648	 28.00	236.60		1 NLEA serving
174649	 29.00	236.60		1 NLEA serving
174650	 25.00	  0.00	bar	
174651	268.00	  0.00	serving	3 T dry cereal plus 1 cup water
174652	 26.00	177.45		1 NLEA serving
174653	 52.00	177.45		1 NLEA serving
174654	 55.00	177.45		1 NLEA serving
174655	 33.00	 44.36		1 NLEA serving
174655	 13.80	 14.79		
174655	174.00	236.60		
174656	  8.90	 14.79		
174656	128.00	236.60		
174657	 26.00	177.45		1 NLEA serving
174658	 49.00	118.30		1 NLEA serving
174659	 32.00	177.45		1 NLEA serving
174660	 41.00	  0.00	packet	
174661	 33.00	  0.00	packet	
174662	 31.00	  0.00	packet	1 NLEA serving
174663	 29.00	177.45		1 NLEA serving
174664	 30.00	177.45		1 NLEA serving
174665	149.00	236.60		
174665	  8.40	  0.00	fig	
174666	259.00	236.60		
174667	237.00	236.60		
174668	237.00	236.60		
174669	245.00	236.60		
174670	249.00	236.60		
174671	252.00	236.60		
174672	259.00	236.60		
174673	230.00	236.60	sections, with juice	
174673	123.00	  0.00	0.5x fruit	3-3/4" dia
174673	154.00	  0.00	NLEA serving	
174674	230.00	236.60	sections, with juice	
174674	123.00	  0.00	0.5x fruit	3-3/4" dia
174675	230.00	236.60	sections, with juice	
174675	123.00	  0.00	0.5x fruit	3-3/4" dia
174676	230.00	236.60	sections, with juice	
174676	118.00	  0.00	0.5x fruit	3-3/4" dia
174677	230.00	236.60	sections, with juice	
174677	118.00	  0.00	0.5x fruit	3-3/4" dia
174678	257.00	236.60		
174678	246.00	236.60		
174679	250.00	236.60		
174679	 31.20	 29.58		
174680	207.00	  0.00	can	6 fl oz
174681	247.00	236.60		
174681	 30.90	 29.58		
174682	 92.00	236.60		
174682	  2.40	  0.00	grape	
174683	151.00	236.60		
174683	 49.00	  0.00	10x grapes	
174683	126.00	  0.00	NLEA serving	
174684	245.00	236.60		
174685	256.00	236.60		
174686	238.00	236.60		
174687	165.00	236.60	sliced	
174687	151.00	236.60	1" pieces	
174688	135.00	  0.00	fillet	
174689	135.00	  0.00	fillet	
174690	135.00	  0.00	fillet	
174691	178.00	  0.00	fillet	
174691	844.00	  0.00	roast	
174692	166.00	  0.00	fillet	
174692	866.00	  0.00	roast	
174693	121.00	  0.00	fillet	
174694	124.00	  0.00	fillet	
174695	186.00	  0.00	fillet	
174695	955.00	  0.00	roast	
174696	164.00	  0.00	fillet	
174696	901.00	  0.00	roast	
174697	163.00	  0.00	fillet	
174697	938.00	  0.00	roast	
174698	167.00	  0.00	fillet	
174698	847.00	  0.00	roast	
174699	249.00	  0.00	steak	
174700	267.00	  0.00	steak	
174701	135.00	  0.00	fillet	
174702	138.00	  0.00	fillet	
174703	129.00	  0.00	fillet	
174704	165.00	  0.00	steak	
174705	156.00	  0.00	steak	
174706	223.00	  0.00	steak	
174707	238.00	  0.00	steak	
174708	634.00	  0.00	roast	
174709	677.00	  0.00	roast	
174710	571.00	  0.00	roast	
174711	173.00	  0.00	fillet	
174711	852.00	  0.00	roast	
174712	236.00	  0.00	steak	
174713	234.00	  0.00	steak	
174714	235.00	  0.00	steak	
174769	 85.00	  0.00	serving	
174770	261.00	  0.00	roast	
174771	591.00	  0.00	roast	
174772	271.00	  0.00	roast	
174773	547.00	  0.00	roast	yield from 666 g raw meat
174774	383.00	  0.00	steak	
174775	379.00	  0.00	steak	yield from 467 g raw meat
174776	188.00	  0.00	steak	
174777	173.00	  0.00	steak	
174779	 23.00	  0.00	Roll	
174780	 55.00	  0.00	bar	
174781	 55.00	  0.00	bar	
174782	 22.00	  0.00	bar	
174783	 28.00	  0.00	Bag	
174783	 34.00	  0.00	package	
174785	  7.90	236.60		
174785	 87.00	  0.00	bag	
174786	 80.00	  0.00	bar	
174787	 48.00	  0.00	bar	
174790	143.00	  0.00	large	
174790	115.00	  0.00	medium	
174790	 62.00	  0.00	small	
174792	 50.00	  0.00	bar	
174793	 78.00	  0.00	bar	
174794	 35.00	  0.00	bar	
174795	 60.00	  0.00	bar	
174797	 40.00	  0.00	2x bar	
174797	 20.00	  0.00	bar	
174798	 20.00	  0.00	package	
174799	 68.00	  0.00	bar	
174800	 24.00	  0.00	bar	
174801	 35.00	  0.00	bar	
174802	 35.00	  0.00	bar	
174803	 38.00	  0.00	bar	
174804	 28.00	  0.00	16.5x pieces average	
174805	 28.00	  0.00	23x pieces	
174805	227.00	  0.00	bag	
174806	 30.00	  0.00	serving	
174807	241.00	236.60		
174808	233.00	236.60		
174809	480.00	473.20		
174810	 30.80	 29.58		
174810	209.00	  0.00	can	6.8 fl oz, 200 ml
174811	 32.30	 29.58		
