fdc_id	kcal	prot	fat	carb	fiber	alc	atwater	desc
169774	0.00	0.00	0.00	0.00	0.00	0.00		Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared
169775	0.00	0.00	0.00	0.00	0.00	0.00		Turnover, cheese-filled, tomato-based sauce, frozen, unprepared
169776	0.00	0.00	0.00	0.00	0.00	0.00		Macaroni or noodles with cheese, microwaveable, unprepared
169777	0.00	0.00	0.00	0.00	0.00	0.00		Spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)
169778	0.00	0.00	0.00	0.00	0.00	0.00		Rice mix, cheese flavor, dry mix, unprepared
169779	0.00	0.00	0.00	0.00	0.00	0.00		Dumpling, potato- or cheese-filled, frozen
169780	0.00	0.00	0.00	0.00	0.00	0.00		Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen
169781	0.00	0.00	0.00	0.00	0.00	0.00		Sausage, egg and cheese breakfast biscuit
169782	0.00	0.00	0.00	0.00	0.00	0.00		HUNGRY MAN, Salisbury Steak With Gravy, frozen, unprepared
169783	0.00	0.00	0.00	0.00	0.00	0.00		BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared
169784	0.00	0.00	0.00	0.00	0.00	0.00		JIMMY DEAN, Sausage, Egg, and Cheese Breakfast Biscuit, frozen, unprepared
169785	0.00	0.00	0.00	0.00	0.00	0.00		Infant formula, GERBER, GOOD START, PROTECT PLUS, powder
169786	0.00	0.00	0.00	0.00	0.00	0.00		Infant Formula, GERBER GOOD START 2, GENTLE PLUS, powder
169787	0.00	0.00	0.00	0.00	0.00	0.00		Infant formula, GERBER, GOOD START 2, PROTECT PLUS, powder
169788	0.00	0.00	0.00	0.00	0.00	0.00		Infant formula, MEAD JOHNSON, ENFAMIL, ENFAGROW, Soy, Toddler transitions, with ARA and DHA,  powder
169789	0.00	0.00	0.00	0.00	0.00	0.00		Infant formula, MEAD JOHNSON, ENFAMIL, Premature, 24 calories ready-to-feed Low iron
169790	0.00	0.00	0.00	0.00	0.00	0.00		Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, ready-to-feed
169791	0.00	0.00	0.00	0.00	0.00	0.00		Infant Formula, MEAD JOHNSON, ENFAMIL, Premium, Infant, powder
169792	0.00	0.00	0.00	0.00	0.00	0.00		Babyfood, GERBER, Banana with orange medley
169793	0.00	0.00	0.00	0.00	0.00	0.00		Bear, black, meat (Alaska Native)
169794	0.00	0.00	0.00	0.00	0.00	0.00		Bear, polar, meat, raw (Alaska Native)
169795	0.00	0.00	0.00	0.00	0.00	0.00		Whale, beluga, meat, dried (Alaska Native)
169796	0.00	0.00	0.00	0.00	0.00	0.00		Whale, beluga, eyes (Alaska Native)
169797	0.00	0.00	0.00	0.00	0.00	0.00		Whale, beluga, meat, raw (Alaska Native)
169798	0.00	0.00	0.00	0.00	0.00	0.00		Fish, blackfish, whole (Alaska Native)
169799	0.00	0.00	0.00	0.00	0.00	0.00		Blueberries, wild, frozen (Alaska Native)
169800	0.00	0.00	0.00	0.00	0.00	0.00		Caribou, bone marrow, raw (Alaska Native)
169801	0.00	0.00	0.00	0.00	0.00	0.00		Caribou, eye, raw (Alaska Native)
169802	0.00	0.00	0.00	0.00	0.00	0.00		Cloudberries, raw (Alaska Native)
169803	0.00	0.00	0.00	0.00	0.00	0.00		Cockles, raw (Alaska Native)
169804	0.00	0.00	0.00	0.00	0.00	0.00		Cranberries, wild, bush, raw (Alaska Native)
169805	0.00	0.00	0.00	0.00	0.00	0.00		Cranberry, low bush or lingenberry, raw (Alaska Native)
169806	0.00	0.00	0.00	0.00	0.00	0.00		Fish, herring eggs, Pacific, plain (Alaska Native)
169807	0.00	0.00	0.00	0.00	0.00	0.00		Fish, herring, Pacific, flesh, air-dried, packed in oil (Alaska Native)
169808	0.00	0.00	0.00	0.00	0.00	0.00		Huckleberries, raw (Alaska Native)
169809	0.00	0.00	0.00	0.00	0.00	0.00		Fish, lingcod, meat, raw (Alaska Native)
169810	0.00	0.00	0.00	0.00	0.00	0.00		Fish, lingcod, liver (Alaska Native)
169811	0.00	0.00	0.00	0.00	0.00	0.00		Tennis Bread, plain (Apache)
169812	0.00	0.00	0.00	0.00	0.00	0.00		Fish, halibut, cooked, with skin (Alaska Native)
169813	0.00	0.00	0.00	0.00	0.00	0.00		Salmon, red (sockeye), filets with skin, smoked (Alaska Native)
169814	0.00	0.00	0.00	0.00	0.00	0.00		Agave, raw (Southwest)
169815	0.00	0.00	0.00	0.00	0.00	0.00		Lambsquarters, steamed (Northern Plains Indians)
169816	0.00	0.00	0.00	0.00	0.00	0.00		Prickly pears, raw (Northern Plains Indians)
169817	0.00	0.00	0.00	0.00	0.00	0.00		Prickly pears, broiled (Northern Plains Indians)
169818	0.00	0.00	0.00	0.00	0.00	0.00		Prairie Turnips, raw (Northern Plains Indians)
169819	0.00	0.00	0.00	0.00	0.00	0.00		Stinging Nettles, blanched (Northern Plains Indians)
169820	0.00	0.00	0.00	0.00	0.00	0.00		Plums, wild (Northern Plains Indians)
169821	0.00	0.00	0.00	0.00	0.00	0.00		Pinon Nuts, roasted (Navajo)
169822	0.00	0.00	0.00	0.00	0.00	0.00		Caribou, hind quarter, meat, cooked (Alaska Native)
169823	0.00	0.00	0.00	0.00	0.00	0.00		Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)
169824	0.00	0.00	0.00	0.00	0.00	0.00		Sea lion, Steller, meat with fat (Alaska Native)
169825	0.00	0.00	0.00	0.00	0.00	0.00		Sea lion, Steller, fat (Alaska Native)
169826	0.00	0.00	0.00	0.00	0.00	0.00		Wocas, dried seeds, Oregon, yellow pond lily (Klamath)
169827	0.00	0.00	0.00	0.00	0.00	0.00		Hazelnuts, beaked (Northern Plains Indians)
169828	0.00	0.00	0.00	0.00	0.00	0.00		Tea, herbal, brewed, Hohoysi (Hopi)
169829	0.00	0.00	0.00	0.00	0.00	0.00		Tortilla, blue corn, Sakwavikaviki (Hopi)
169830	0.00	0.00	0.00	0.00	0.00	0.00		Bread, blue corn, somiviki (Hopi)
169831	0.00	0.00	0.00	0.00	0.00	0.00		APPLEBEE'S, 9 oz house sirloin steak
169832	0.00	0.00	0.00	0.00	0.00	0.00		T.G.I. FRIDAY'S, FRIDAY'S Shrimp, breaded
169833	0.00	0.00	0.00	0.00	0.00	0.00		T.G.I. FRIDAY'S, french fries
169834	0.00	0.00	0.00	0.00	0.00	0.00		T.G.I. FRIDAY'S, fried mozzarella
169835	0.00	0.00	0.00	0.00	0.00	0.00		T.G.I. FRIDAY'S, macaroni & cheese, from kid's menu
169836	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, family style, french fries
169837	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, family style, chicken fingers, from kid's menu
169838	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, family style, shrimp, breaded and fried
169839	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, family style, macaroni & cheese, from kids' menu
169840	0.00	0.00	0.00	0.00	0.00	0.00		APPLEBEE'S, crunchy onion rings
169841	0.00	0.00	0.00	0.00	0.00	0.00		APPLEBEE'S, chicken tenders platter
169842	0.00	0.00	0.00	0.00	0.00	0.00		CRACKER BARREL, chicken tenderloin platter, fried
169843	0.00	0.00	0.00	0.00	0.00	0.00		CRACKER BARREL, coleslaw
169844	0.00	0.00	0.00	0.00	0.00	0.00		DENNY'S, onion rings
169845	0.00	0.00	0.00	0.00	0.00	0.00		DENNY'S, spaghetti and meatballs
169846	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, family style, fish fillet, battered or breaded, fried
169847	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, family style, chicken tenders
169848	0.00	0.00	0.00	0.00	0.00	0.00	4.00,9.00,4.00	Restaurant, family style, hash browns
169849	0.00	0.00	0.00	0.00	0.00	0.00		CRACKER BARREL, macaroni n' cheese
169850	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, Italian, lasagna with meat
169851	0.00	0.00	0.00	0.00	0.00	0.00		OLIVE GARDEN, lasagna classico
169852	0.00	0.00	0.00	0.00	0.00	0.00		OLIVE GARDEN, spaghetti with pomodoro sauce
169853	0.00	0.00	0.00	0.00	0.00	0.00		CARRABBA'S ITALIAN GRILL, spaghetti with pomodoro sauce
169854	0.00	0.00	0.00	0.00	0.00	0.00		ON THE BORDER, cheese enchilada
169855	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, Mexican, cheese enchilada
169856	0.00	0.00	0.00	0.00	0.00	0.00		Restaurant, Mexican, cheese tamales
169857	0.00	0.00	0.00	0.00	0.00	0.00		CARRABBA'S ITALIAN GRILL, chicken parmesan without cavatappi pasta
169858	0.00	0.00	0.00	0.00	0.00	0.00		OLIVE GARDEN, chicken parmigiana without pasta
169859	0.00	0.00	0.00	0.00	0.00	0.00		Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds
169860	0.00	0.00	0.00	0.00	0.00	0.00		Margarine-like, vegetable oil spread, stick or tub, sweetened
169861	0.00	0.00	0.00	0.00	0.00	0.00		Snacks, popcorn, home-prepared, oil-popped, unsalted
169862	0.00	0.00	0.00	0.00	0.00	0.00		Cereals ready-to-eat, POST, GREAT GRAINS Crunchy Pecan Cereal
169863	0.00	0.00	0.00	0.00	0.00	0.00		Snacks, granola bar, with coconut, chocolate coated
169864	0.00	0.00	0.00	0.00	0.00	0.00		Babyfood, vegetable and brown rice, strained
169865	0.00	0.00	0.00	0.00	0.00	0.00		Babyfood, peas and brown rice
169866	0.00	0.00	0.00	0.00	0.00	0.00		Frankfurter, meat and poultry, low fat
169867	0.00	0.00	0.00	0.00	0.00	0.00	,8.84,8.84	Oil, corn and canola
169868	0.00	0.00	0.00	0.00	0.00	0.00		Milk, fluid, nonfat, calcium fortified (fat free or skim)
169869	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peanut butter, reduced sodium
169870	0.00	0.00	0.00	0.00	0.00	0.00		Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch
169871	0.00	0.00	0.00	0.00	0.00	0.00		Babyfood, carrots, toddler
169872	0.00	0.00	0.00	0.00	0.00	0.00		Babyfood, dessert, banana pudding, strained
169873	0.00	0.00	0.00	0.00	0.00	0.00		Babyfood, fruit, tutti frutti, strained
169874	0.00	0.00	0.00	0.00	0.00	0.00		Babyfood, fruit, tutti frutti, junior
169875	0.00	0.00	0.00	0.00	0.00	0.00		Salad dressing, sweet and sour
169876	0.00	0.00	0.00	0.00	0.00	0.00		Salad dressing, blue or roquefort cheese, low calorie
169877	0.00	0.00	0.00	0.00	0.00	0.00		Salad dressing, caesar, low calorie
169878	0.00	0.00	0.00	0.00	0.00	0.00		Syrups, sugar free
169879	0.00	0.00	0.00	0.00	0.00	0.00		Jellies, no sugar (with sodium saccharin), any flavors
169880	0.00	0.00	0.00	0.00	0.00	0.00		Candies, hard, dietetic or low calorie (sorbitol)
169881	0.00	0.00	0.00	0.00	0.00	0.00	4.00,9.00,4.00	Candies, chocolate covered, low sugar or low calorie
169882	0.00	0.00	0.00	0.00	0.00	0.00		Chewing gum, sugarless
169883	0.00	0.00	0.00	0.00	0.00	0.00		Fluid replacement, electrolyte solution (include PEDIALYTE)
169884	0.00	0.00	0.00	0.00	0.00	0.00		Vermicelli, made from soy
169885	0.00	0.00	0.00	0.00	0.00	0.00		Beans, liquid from stewed kidney beans
169886	0.00	0.00	0.00	0.00	0.00	0.00		Chicken, meatless
169887	0.00	0.00	0.00	0.00	0.00	0.00		Frankfurter, meatless
169888	0.00	0.00	0.00	0.00	0.00	0.00		Vegetarian meatloaf or patties
169889	0.00	0.00	0.00	0.00	0.00	0.00		Radishes, hawaiian style, pickled
169890	0.00	0.00	0.00	0.00	0.00	0.00		Cabbage, japanese style, fresh, pickled
169891	0.00	0.00	0.00	0.00	0.00	0.00		Cabbage, mustard, salted
169892	0.00	0.00	0.00	0.00	0.00	0.00		Eggplant, pickled
169893	0.00	0.00	0.00	0.00	0.00	0.00		Bacon bits, meatless
169894	0.00	0.00	0.00	0.00	0.00	0.00		Butter replacement, without fat, powder
169895	0.00	0.00	0.00	0.00	0.00	0.00		Salad dressing, buttermilk, lite
169896	0.00	0.00	0.00	0.00	0.00	0.00		Sweeteners, tabletop, fructose, dry, powder
169897	0.00	0.00	0.00	0.00	0.00	0.00		Beverage, instant breakfast powder, chocolate, sugar-free, not reconstituted
169898	0.00	0.00	0.00	0.00	0.00	0.00		Yogurt, fruit variety, nonfat
169899	0.00	0.00	0.00	0.00	0.00	0.00		Whipped cream substitute, dietetic, made from powdered mix
169900	0.00	0.00	0.00	0.00	0.00	0.00		Frozen novelties, ice cream type, sundae, prepackaged
169901	0.00	0.00	0.00	0.00	0.00	0.00		Cheese, american cheddar, imitation
169902	0.00	0.00	0.00	0.00	0.00	0.00		Quail, cooked, total edible
169903	0.00	0.00	0.00	0.00	0.00	0.00		Pheasant, cooked, total edible
169904	0.00	0.00	0.00	0.00	0.00	0.00	4.36,9.02,3.68	Eggs, scrambled, frozen mixture
169905	0.00	0.00	0.00	0.00	0.00	0.00		Dove, cooked (includes squab)
169906	0.00	0.00	0.00	0.00	0.00	0.00	4.27,9.02,3.87	Pork, cured, ham, boneless, low sodium, extra lean and regular, roasted
169907	0.00	0.00	0.00	0.00	0.00	0.00		Longans, dried
169908	0.00	0.00	0.00	0.00	0.00	0.00		Loquats, raw
169909	0.00	0.00	0.00	0.00	0.00	0.00		Mammy-apple, (mamey), raw
169910	0.00	0.00	0.00	0.00	0.00	0.00		Mangos, raw
169911	0.00	0.00	0.00	0.00	0.00	0.00		Melons, honeydew, raw
169912	0.00	0.00	0.00	0.00	0.00	0.00		Melon balls, frozen
169913	0.00	0.00	0.00	0.00	0.00	0.00		Mulberries, raw
169914	0.00	0.00	0.00	0.00	0.00	0.00		Nectarines, raw
169915	0.00	0.00	0.00	0.00	0.00	0.00		Oheloberries, raw
169916	0.00	0.00	0.00	0.00	0.00	0.00		Oranges, raw, California, valencias
169917	0.00	0.00	0.00	0.00	0.00	0.00		Oranges, raw, navels (Includes foods for USDA's Food Distribution Program)
169918	0.00	0.00	0.00	0.00	0.00	0.00		Oranges, raw, Florida
169919	0.00	0.00	0.00	0.00	0.00	0.00		Oranges, raw, with peel
169920	0.00	0.00	0.00	0.00	0.00	0.00		Orange juice, chilled, includes from concentrate, with added calcium
169921	0.00	0.00	0.00	0.00	0.00	0.00		Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added calcium
169922	0.00	0.00	0.00	0.00	0.00	0.00		Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium
169923	0.00	0.00	0.00	0.00	0.00	0.00		Orange juice, frozen concentrate, unsweetened, undiluted
169924	0.00	0.00	0.00	0.00	0.00	0.00		Tangerines, (mandarin oranges), canned, light syrup pack
169925	0.00	0.00	0.00	0.00	0.00	0.00		Tangerine juice, raw
169926	0.00	0.00	0.00	0.00	0.00	0.00		Papayas, raw
169927	0.00	0.00	0.00	0.00	0.00	0.00		Papaya, canned, heavy syrup, drained
169928	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, yellow, raw
169929	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, canned, water pack, solids and liquids
169930	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, canned, juice pack, solids and liquids
169931	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, canned, extra light syrup, solids and liquids (Includes foods for USDA's Food Distribution Program)
169932	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, dehydrated (low-moisture), sulfured, uncooked
169933	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, dehydrated (low-moisture), sulfured, stewed
169934	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, dried, sulfured, uncooked
169935	0.00	0.00	0.00	0.00	0.00	0.00		Peaches, dried, sulfured, stewed, without added sugar
169936	0.00	0.00	0.00	0.00	0.00	0.00		Pears, canned, juice pack, solids and liquids
169937	0.00	0.00	0.00	0.00	0.00	0.00		Pears, canned, extra light syrup pack, solids and liquids (Includes foods for USDA's Food Distribution Program)
169938	0.00	0.00	0.00	0.00	0.00	0.00		Pears, canned, light syrup pack, solids and liquids
169939	0.00	0.00	0.00	0.00	0.00	0.00		Pears, canned, heavy syrup pack, solids and liquids
169940	0.00	0.00	0.00	0.00	0.00	0.00		Pear nectar, canned, without added ascorbic acid
169941	0.00	0.00	0.00	0.00	0.00	0.00		Persimmons, japanese, raw
169942	0.00	0.00	0.00	0.00	0.00	0.00		Persimmons, japanese, dried
169943	0.00	0.00	0.00	0.00	0.00	0.00		Persimmons, native, raw
169944	0.00	0.00	0.00	0.00	0.00	0.00		Pineapple, canned, heavy syrup pack, solids and liquids
169945	0.00	0.00	0.00	0.00	0.00	0.00		Pineapple, canned, extra heavy syrup pack, solids and liquids
169946	0.00	0.00	0.00	0.00	0.00	0.00		Pineapple, frozen, chunks, sweetened
169947	0.00	0.00	0.00	0.00	0.00	0.00		Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid
169948	0.00	0.00	0.00	0.00	0.00	0.00		Pineapple juice, frozen concentrate, unsweetened, undiluted
169949	0.00	0.00	0.00	0.00	0.00	0.00		Plums, raw
169950	0.00	0.00	0.00	0.00	0.00	0.00		Plums, canned, purple, water pack, solids and liquids
169951	0.00	0.00	0.00	0.00	0.00	0.00		Plums, canned, purple, juice pack, solids and liquids
169952	0.00	0.00	0.00	0.00	0.00	0.00		Plums, canned, purple, light syrup pack, solids and liquids
169953	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Lima beans, immature seeds, frozen, fordhook, unprepared
169954	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt
169955	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Lima beans, immature seeds, frozen, baby, unprepared
169956	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt
169957	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Mung beans, mature seeds, sprouted, raw
169958	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Beans, pinto, immature seeds, frozen, unprepared
169959	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt
169960	0.00	0.00	0.00	0.00	0.00	0.00	2.96,8.37,3.82	Beans, shellie, canned, solids and liquids
169961	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Beans, snap, green, raw
169962	0.00	0.00	0.00	0.00	0.00	0.00		Beans, snap, green, frozen, all styles, unprepared (Includes foods for USDA's Food Distribution Program)
169963	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Beans, snap, green, frozen, cooked, boiled, drained without salt
169964	0.00	0.00	0.00	0.00	0.00	0.00		Beans, snap, green, frozen, all styles, microwaved
169965	0.00	0.00	0.00	0.00	0.00	0.00		Beans, snap, green, microwaved
169966	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Beets, canned, drained solids
169967	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Broccoli, cooked, boiled, drained, without salt
169968	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Broccoli, frozen, chopped, unprepared
169969	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Broccoli, frozen, chopped, cooked, boiled, drained, without salt
169970	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Broccoli, frozen, spears, unprepared (Includes foods for USDA's Food Distribution Program)
169971	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Brussels sprouts, cooked, boiled, drained, without salt
169972	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Brussels sprouts, frozen, unprepared
169973	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Brussels sprouts, frozen, cooked, boiled, drained, without salt
169974	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Burdock root, raw
169975	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cabbage, raw
169976	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cabbage, cooked, boiled, drained, without salt
169977	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cabbage, red, raw
169978	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cabbage, red, cooked, boiled, drained, without salt
169979	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cabbage, chinese (pe-tsai), raw
169980	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt
169981	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cardoon, raw
169982	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cardoon, cooked, boiled, drained, without salt
169983	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)
169984	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Carrots, frozen, cooked, boiled, drained, without salt
169985	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Cassava, raw
169986	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Cauliflower, raw
169987	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Celeriac, cooked, boiled, drained, without salt
169988	0.00	0.00	0.00	0.00	0.00	0.00		Celery, raw
169989	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Celery, cooked, boiled, drained, without salt
169990	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Celtuce, raw
169991	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Chard, swiss, raw
169992	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Chicory greens, raw
169993	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.84	Chicory roots, raw
169994	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Chives, raw
169995	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Chrysanthemum, garland, raw
169996	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Collards, frozen, chopped, cooked, boiled, drained, without salt
169997	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Coriander (cilantro) leaves, raw
169998	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Corn, sweet, yellow, raw
169999	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Corn, sweet, yellow, cooked, boiled, drained, without salt
170000	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Onions, raw
170001	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Onions, cooked, boiled, drained, without salt
170002	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Onions, dehydrated flakes
170003	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Onions, canned, solids and liquids
170004	0.00	0.00	0.00	0.00	0.00	0.00		Onions, yellow, sauteed
170005	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Onions, spring or scallions (includes tops and bulb), raw
170006	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Onions, young green, tops only
170007	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Onions, welsh, raw
170008	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Onions, sweet, raw
170009	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,3.84	Parsnips, cooked, boiled, drained, without salt
170010	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, edible-podded, raw
170011	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, edible-podded, boiled, drained, without salt
170012	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, edible-podded, frozen, unprepared
170013	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, green (includes baby and lesuer types), canned, drained solids, unprepared
170014	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, green, canned, seasoned, solids and liquids
170015	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, green, canned, drained solids, rinsed in tap water
170016	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, green, frozen, unprepared (Includes foods for USDA's Food Distribution Program)
170017	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Peas, green, frozen, cooked, boiled, drained, without salt
170018	0.00	0.00	0.00	0.00	0.00	0.00	3.98,8.37,3.16	Peas and carrots, frozen, cooked, boiled, drained, without salt
170019	0.00	0.00	0.00	0.00	0.00	0.00	3.40,8.37,4.00	Peas and onions, canned, solids and liquids
170020	0.00	0.00	0.00	0.00	0.00	0.00	3.40,8.37,4.00	Peas and onions, frozen, unprepared
170021	0.00	0.00	0.00	0.00	0.00	0.00	3.40,8.37,4.00	Peas and onions, frozen, cooked, boiled, drained, without salt
170022	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Peppers, sweet, green, frozen, chopped, unprepared
170023	0.00	0.00	0.00	0.00	0.00	0.00	2.44,8.37,3.57	Peppers, sweet, green, frozen, chopped, boiled, drained, without salt
170024	0.00	0.00	0.00	0.00	0.00	0.00		Peppers, sweet, green, sauteed
170025	0.00	0.00	0.00	0.00	0.00	0.00	3.47,8.37,4.07	Pigeonpeas, immature seeds, raw
170026	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, flesh and skin, raw
170027	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)
170028	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, white, flesh and skin, raw
170029	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, red, flesh and skin, raw
170030	0.00	0.00	0.00	0.00	0.00	0.00		Potatoes, Russet, flesh and skin, baked
170031	0.00	0.00	0.00	0.00	0.00	0.00		Potatoes, roasted, salt added in processing, frozen, unprepared
170032	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, raw, skin
170033	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, baked, flesh, without salt
170034	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, baked, skin, without salt
170035	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, microwaved, cooked in skin, skin, without salt
170036	0.00	0.00	0.00	0.00	0.00	0.00		Potatoes, hash brown, home-prepared
170037	0.00	0.00	0.00	0.00	0.00	0.00		Potatoes, mashed, home-prepared, whole milk and margarine added
170038	0.00	0.00	0.00	0.00	0.00	0.00		Potatoes, scalloped, home-prepared with butter
170039	0.00	0.00	0.00	0.00	0.00	0.00	2.78,8.37,4.03	Potatoes, mashed, dehydrated, granules without milk, dry form
170040	0.00	0.00	0.00	0.00	0.00	0.00	3.21,8.82,4.02	Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added
170041	0.00	0.00	0.00	0.00	0.00	0.00	3.21,8.82,4.02	Potatoes, mashed, dehydrated, granules with milk, dry form
